Designator,Mid X,Mid Y,Rotation,Layer
CN1,4.508649,6.115953,90.0,bottom
J1,0.0,0.0,270.0,top
J2,11.25,0.0,270.0,top
PL1,7.3,2.169553,0.0,top
R3,1.1,1.969553,180.0,top
R4,3.75,1.969553,180.0,top
